	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-PER	I-PER	B-LOC	I-LOC	B-ORG	I-ORG	B-MISC	I-MISC	O
222	34	['in', 'san', 'francisco', ',', 'osvaldo', '$UNK$', 'fired', 'a', '$UNK$', 'and', 'trenidad', 'hubbard', 'belted', 'a', 'two-run', 'homer', 'as', 'the', 'san', 'francisco', 'giants', 'ended', 'a', 'three-game', 'losing', 'streak', 'by', 'defeating', 'the', 'montreal', 'expos', ',', '7-2', '.']	2	4.647058823529412	['san', 'francisco', 'osvaldo', '$UNK$', 'trenidad', 'hubbard', 'san', 'francisco', 'giants', 'montreal', 'expos']	2	6.363636363636363	32.35294117647059	2	1	1	1	2	3	0	0	23
223	8	['in', 'home', 'health', 'to', 'appeal', 'payment', 'denial', '.']	0	4.25	['in', 'home', 'health']	0	4.0	37.5	0	0	0	0	1	2	0	0	5
224	24	['iss', 'said', 'that', 'the', 'deal', 'included', 'iss', 'inc', 'operations', 'in', 'mexico', 'and', 'the', 'sale', 'of', 'iss', 'inc', 'interests', 'in', 'brazil', 'would', 'be', 'discussed', '.']	0	4.25	['iss', 'iss', 'inc', 'mexico', 'iss', 'inc', 'brazil']	0	3.857142857142857	29.166666666666668	0	0	2	0	3	2	0	0	17
225	6	['nancy', '$NUM$', 'paris', 'st', 'germain', '$NUM$']	0	4.833333333333333	['nancy', 'paris', 'st', 'germain']	0	4.75	66.66666666666666	0	0	0	0	2	2	0	0	2
226	4	['maracaibo', ',', 'venezuela', '$UNK$']	0	6.0	['maracaibo', 'venezuela']	0	9.0	50.0	0	0	2	0	0	0	0	0	2
227	8	['comex', 'copper', 'ends', 'higher', 'after', 'late', 'recovery', '.']	0	4.875	['comex']	0	5.0	12.5	0	0	0	0	1	0	0	0	7
228	4	"[""o'meara"", ',', 'fred', 'couples']"	0	4.75	"[""o'meara"", 'fred', 'couples']"	0	6.0	75.0	2	1	0	0	0	0	0	0	1
229	2	['attendance', '27,500']	1	8.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
230	29	['$UNK$', 'said', 'he', 'could', 'not', 'curb', 'the', 'summer', 'charter', 'flights', 'of', 'national', 'carrier', 'balkan', 'airlines', ',', 'which', 'carries', 'thousands', 'of', 'foreign', 'tourists', 'to', 'the', 'bulgarian', 'black', 'sea', 'resorts', '.']	0	5.0344827586206895	['$UNK$', 'balkan', 'airlines', 'bulgarian', 'black', 'sea']	0	6.0	20.689655172413794	0	0	1	1	1	1	1	0	23
231	14	['qidra', 'had', 'said', 'dahman', 'was', 'arrested', 'on', 'suspicion', 'of', 'making', 'a', 'false', 'statement', '.']	1	4.571428571428571	['qidra', 'dahman']	0	5.5	14.285714285714285	2	0	0	0	0	0	0	0	12
232	10	['german', 'authorities', 'could', 'not', 'immediately', 'be', 'reached', 'for', 'comment', '.']	0	5.6	['german']	0	6.0	10.0	0	0	0	0	0	0	1	0	9
233	25	"['but', 'to', 'say', 'that', 'they', 'definitely', 'will', 'would', 'be', 'premature', 'until', 'we', 'determine', 'what', 'the', 'exact', 'basis', 'for', 'the', 'court', ""'s"", 'ruling', 'is', '.', '""']"	0	4.08	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	25
234	30	['london', 'shares', ',', 'boosted', 'by', 'wall', 'street', ',', 'added', 'to', 'early', 'gains', 'with', 'the', 'blue', 'chip', 'ftse', '$NUM$', 'index', 'hitting', 'a', 'new', 'peak', 'of', '$UNK$', 'before', 'dropping', 'back', 'slightly', '.']	0	4.266666666666667	['london', 'wall', 'street', 'ftse', '$NUM$']	0	5.0	16.666666666666664	0	0	2	1	0	0	1	0	25
235	12	['the', 'august', 'contract', 'expired', 'at', '0.85', 'cent', 'down', 'at', '90.85', 'cents', '.']	1	4.25	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	12
236	32	"['the', 'firm', 'has', 'signed', 'an', 'agreement', 'with', 'the', 'polish', 'development', 'bank', '(', 'pbr', ')', 'to', 'manage', 'the', 'issue', 'and', 'plans', 'them', 'to', 'be', 'listed', 'on', 'the', 'warsaw', 'bourse', ""'s"", 'bond', 'market', '.']"	1	4.0	['polish', 'development', 'bank', 'pbr', 'warsaw']	1	6.0	15.625	0	0	1	0	2	2	0	0	27
237	8	['swindon', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.25	['swindon']	0	7.0	12.5	0	0	0	0	1	0	0	0	7
238	20	['$NUM$', '-', 'malivai', 'washington', '(', 'u.s.', ')', 'beat', 'karim', 'alami', '(', 'morocco', ')', '6-4', '2-6', '7-6', '(', '7-5', ')', '6-1']	0	3.45	['malivai', 'washington', 'u.s.', 'karim', 'alami', 'morocco']	0	6.333333333333333	30.0	2	2	2	0	0	0	0	0	14
239	27	['the', 'unnamed', 'suspect', 'left', 'the', 'british', 'colony', 'after', 'being', 'detained', 'and', 'then', 'freed', 'by', 'the', 'independent', 'commission', 'against', 'corruption', '(', 'icac', ')', ',', 'the', 'radio', 'said', '.']	0	4.814814814814815	['british', 'independent', 'commission', 'against', 'corruption', 'icac']	0	8.166666666666666	22.22222222222222	0	0	0	0	2	3	1	0	21
240	38	['although', 'christie', ',', 'who', 'is', 'not', 'racing', 'the', 'individual', '$NUM$', 'metres', 'in', 'berlin', ',', 'took', 'his', 'time', 'to', 'agree', 'to', 'run', ',', 'the', 'veteran', 'was', 'clearly', 'delighted', 'to', 'be', 'part', 'of', 'the', 'tribute', 'to', 'the', 'black', 'american', '.']	0	4.105263157894737	['christie', 'berlin', 'american']	0	7.333333333333333	7.894736842105263	1	0	1	0	0	0	1	0	35
241	2	['glasgow', '$UNK$']	0	6.0	['glasgow']	0	7.0	50.0	0	0	1	0	0	0	0	0	1
242	2	['$NUM$', '$NUM$']	0	5.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
243	5	['florida', '$NUM$', '$NUM$', '.466', '$NUM$']	0	5.2	['florida']	0	7.0	20.0	0	0	0	0	1	0	0	0	4
244	6	['samsung', '$NUM$', '$NUM$', '$NUM$', '.467', '$NUM$']	0	5.166666666666667	['samsung']	0	7.0	16.666666666666664	0	0	0	0	1	0	0	0	5
245	13	['annabel', 'ellwood', '(', 'australia', ')', 'beat', 'jennifer', 'capriati', '(', 'u.s.', ')', '6-4', '$NUM$']	1	4.538461538461538	['annabel', 'ellwood', 'australia', 'jennifer', 'capriati', 'u.s.']	1	7.166666666666667	46.15384615384615	2	2	2	0	0	0	0	0	7
246	16	['nathalie', 'tauziat', '(', 'france', ')', 'beat', 'angelica', 'gavaldon', '(', 'mexico', ')', '7-6', '(', '7-4', ')', '6-2']	2	3.875	['nathalie', 'tauziat', 'france', 'angelica', 'gavaldon', 'mexico']	2	7.166666666666667	37.5	2	2	2	0	0	0	0	0	10
247	33	['enraged', 'drunks', 'and', 'street', 'people', 'in', 'this', 'town', 'known', 'for', 'its', 'machismo', 'have', 'organised', 'a', '$UNK$', 'unsuccessful', 'search', 'for', 'the', 'culprit', 'who', 'finds', 'victims', 'in', 'the', 'dark', 'streets', 'surrounding', 'a', 'local', 'market', '.']	3	4.909090909090909	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	33
248	10	"['athletics', '-', 'women', ""'s"", '1,000', 'metres', 'world', 'record', 'evolution', '.']"	0	4.9	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	10
249	7	['$UNK$', 'max', 'sciandri', '(', 'britain', ')', '$NUM$']	0	4.285714285714286	['max', 'sciandri', 'britain']	0	6.0	42.857142857142854	1	1	1	0	0	0	0	0	4
250	8	['ipswich', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.25	['ipswich']	0	7.0	12.5	0	0	0	0	1	0	0	0	7
251	30	['thailand', 'has', 'launched', 'a', 'manhunt', 'for', 'an', 'australian', 'who', 'escaped', 'from', 'a', 'high', 'security', 'prison', 'in', 'bangkok', 'while', 'awaiting', 'trial', 'on', 'drug', 'possession', 'charges', ',', 'officials', 'said', 'on', 'thursday', '.']	1	5.0	['thailand', 'australian', 'bangkok']	0	8.333333333333334	10.0	0	0	2	0	0	0	1	0	27
252	29	['but', 'lebed', 'himself', ',', 'the', 'kremlin', 'security', 'chief', ',', 'is', 'still', 'waiting', 'back', 'in', 'moscow', 'to', 'meet', 'yeltsin', 'over', 'his', 'plans', 'for', 'a', 'lasting', 'political', 'settlement', 'in', 'chechnya', '.']	0	4.551724137931035	['lebed', 'kremlin', 'moscow', 'yeltsin', 'chechnya']	0	6.6	17.24137931034483	2	0	3	0	0	0	0	0	24
253	29	['--', 'inflows', 'of', 'more', 'than', '$', '$NUM$', 'million', 'are', 'seen', 'in', 'the', 'interbank', 'market', 'and', 'the', 'bourse', 'in', 'the', 'last', 'three', 'days', 'reflecting', 'confidence', 'in', 'the', 'post-election', 'economic', 'policy']	1	4.862068965517241	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	29
254	22	['the', 'newspaper', 'said', 'netanyahu', ',', 'who', 'is', 'cool', 'to', 'meeting', 'arafat', 'himself', ',', 'opposed', 'talks', 'between', 'weizman', 'and', 'the', 'palestinian', 'president', '.']	0	5.045454545454546	['netanyahu', 'arafat', 'weizman', 'palestinian']	0	8.25	18.181818181818183	3	0	0	0	0	0	1	0	18
255	4	['peterborough', '$NUM$', 'crewe', '$NUM$']	0	6.75	['peterborough', 'crewe']	0	8.5	50.0	0	0	0	0	2	0	0	0	2
256	4	['--', 'chicago', 'newsdesk', '$UNK$']	0	5.5	['chicago']	0	7.0	25.0	0	0	1	0	0	0	0	0	3
257	8	['lausanne', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.375	['lausanne']	0	8.0	12.5	0	0	0	0	1	0	0	0	7
258	9	"['reiterates', 'previous', '""', 'buy', '""', 'recommendation', 'after', 'results', '.']"	0	5.555555555555555	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	9
259	22	['they', 'said', 'thousands', 'of', 'people', 'had', 'been', 'made', 'homeless', 'after', 'a', 'breach', 'opened', 'in', 'the', 'city', 'canal', ',', 'inundating', 'residential', 'areas', '.']	3	4.7272727272727275	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	22
260	4	['lincoln', '$NUM$', 'cambridge', '$NUM$']	0	6.5	['lincoln', 'cambridge']	0	8.0	50.0	0	0	0	0	2	0	0	0	2
261	8	['rennes', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.125	['rennes']	0	6.0	12.5	0	0	0	0	1	0	0	0	7
262	2	['paris', '$UNK$']	0	5.0	['paris']	0	5.0	50.0	0	0	1	0	0	0	0	0	1
263	8	['newcastle', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.5	['newcastle']	0	9.0	12.5	0	0	0	0	1	0	0	0	7
264	23	"['it', 'is', 'an', 'example', 'of', 'clinton', ""'s"", 'strategic', 'planning', 'as', 'he', 'heads', 'into', 'the', 'stretch', 'drive', 'for', 'the', 'nov.', '$NUM$', 'presidential', 'election', '.']"	0	4.565217391304348	['clinton']	0	7.0	4.3478260869565215	1	0	0	0	0	0	0	0	22
265	8	['leeds', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.0	['leeds']	0	5.0	12.5	0	0	0	0	1	0	0	0	7
266	14	['$NUM$', '-', 'todd', 'martin', '(', 'u.s.', ')', 'vs.', '$UNK$', 'el', 'aynaoui', '(', 'morocco', ')']	0	3.4285714285714284	['todd', 'martin', 'u.s.', '$UNK$', 'el', 'aynaoui', 'morocco']	0	5.0	50.0	1	3	2	0	0	0	0	0	7
267	8	['portsmouth', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.625	['portsmouth']	0	10.0	12.5	0	0	0	0	1	0	0	0	7
268	22	['brunswijk', ',', '$NUM$', ',', 'denied', 'the', 'charges', 'and', 'said', 'he', 'had', 'merely', 'defended', 'himself', 'when', 'pinas', 'attacked', 'him', 'with', 'a', 'bottle', '.']	0	4.409090909090909	['brunswijk', 'pinas']	0	7.0	9.090909090909092	2	0	0	0	0	0	0	0	20
269	25	"['niugini', 'mining', 'ltd', 'said', 'on', 'thursday', 'that', 'battle', 'mountain', 'had', 'initiated', 'talks', 'about', 'acquiring', 'the', 'shares', 'in', 'niugini', 'it', 'does', 'not', 'already', 'own', '.', '""']"	0	4.72	['niugini', 'mining', 'ltd', 'battle', 'mountain', 'niugini']	0	6.166666666666667	24.0	0	0	0	0	3	3	0	0	19
270	4	['burnley', '$NUM$', 'shrewsbury', '$NUM$']	0	6.75	['burnley', 'shrewsbury']	0	8.5	50.0	0	0	0	0	2	0	0	0	2
271	8	['net', 'loss', '$NUM$', 'million', 'vs', 'loss', '$NUM$', 'million']	0	4.625	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	8
272	33	"['the', 'plugged', 'wells', 'have', 'accounted', 'for', 'a', 'dip', 'of', '30,000', 'barrels', 'per', 'day', '(', 'bpd', ')', 'in', 'heidrun', 'output', 'to', 'roughly', '220,000', 'bpd', ',', 'according', 'to', 'the', 'company', ""'s"", 'status', 'weekly', 'newsletter', '.']"	1	4.303030303030303	['heidrun', 'status', 'weekly']	0	6.333333333333333	9.090909090909092	0	0	1	0	1	1	0	0	30
273	2	['valletta', '$UNK$']	0	6.5	['valletta']	0	8.0	50.0	0	0	1	0	0	0	0	0	1
274	30	['belgian', 'police', 'searched', 'two', 'more', 'houses', 'on', 'saturday', 'for', 'bodies', 'in', 'a', '$UNK$', 'scandal', 'of', 'murder', ',', 'kidnapping', 'and', 'pornography', 'that', 'has', 'sent', 'a', 'shockwave', 'of', 'revulsion', 'throughout', 'europe', '.']	2	5.0	['belgian', 'europe']	0	6.5	6.666666666666667	0	0	1	0	0	0	1	0	28
275	20	"['i', ""'ll"", 'make', 'mine', 'and', 'let', ""'s"", 'leave', '(', 'republican', 'house', 'speaker', ')', 'newt', 'gingrich', 'out', 'of', 'it', '.', '""']"	0	3.5	['republican', 'house', 'newt', 'gingrich']	0	6.75	20.0	1	1	0	0	1	1	0	0	16
276	8	['sloboda', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.25	['sloboda']	0	7.0	12.5	0	0	0	0	1	0	0	0	7
277	16	"['the', 'session', ""'s"", 'most', 'active', 'shares', 'were', 'those', 'of', '$UNK$', 'gained', '$NUM$', 'lira', 'to', '8,600', '.']"	1	4.1875	['$UNK$']	0	5.0	6.25	0	0	0	0	0	0	0	0	15
278	29	['the', 'newspaper', 'said', 'china', 'advocated', 'the', 'complete', 'ban', 'and', 'destruction', 'of', 'nuclear', 'weapons', 'but', 'that', 'there', 'was', 'little', 'hope', 'other', 'nuclear', 'powers', 'would', 'soon', 'adopt', 'the', 'same', 'stance', '.']	0	5.0	['china']	0	5.0	3.4482758620689653	0	0	1	0	0	0	0	0	28
279	4	['if', 'more', 'than', 'one']	0	3.25	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
280	9	['egypt', 'wants', 'nothing', 'to', 'do', 'with', 'sudanese', 'rulers', '.']	0	4.444444444444445	['egypt', 'sudanese']	0	6.5	22.22222222222222	0	0	1	0	0	0	1	0	7
281	7	['5.', 'mark', 'mcnulty', '(', 'zimbabwe', ')', '$UNK$']	0	4.0	['mark', 'mcnulty', 'zimbabwe']	0	6.333333333333333	42.857142857142854	1	1	1	0	0	0	0	0	4
282	30	['sao', 'paulo', 'state', 'power', 'firm', 'eletropaulo', 'said', 'it', 'has', 'named', 'eduardo', 'bernini', 'as', 'new', 'president', ',', 'replacing', 'emmanuel', 'sobral', ',', 'who', 'will', 'head', 'a', 'secretariat', 'at', 'the', 'transportation', 'ministry', '.']	1	5.033333333333333	['sao', 'paulo', 'eletropaulo', 'eduardo', 'bernini', 'emmanuel', 'sobral', 'transportation', 'ministry']	1	7.666666666666667	30.0	2	2	1	1	2	1	0	0	21
283	24	['the', 'company', 'also', 'repaid', 'some', '$', '$NUM$', 'million', 'of', 'debt', ',', 'well', 'above', 'the', 'originally', 'planned', '$', '$NUM$', 'million', 'to', '$', '$NUM$', 'million', '.']	0	4.25	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	24
284	8	['fernandez', '(', '12-8', ')', 'scattered', 'six', 'hits', '.']	0	4.0	['fernandez']	0	9.0	12.5	1	0	0	0	0	0	0	0	7
285	2	['denver', '$UNK$']	0	5.5	['denver']	0	6.0	50.0	1	0	0	0	0	0	0	0	1
286	24	['club', 'president', 'gilbert', 'facchinetti', 'said', 'he', 'was', 'astonished', 'the', 'committee', 'had', 'arrived', 'at', 'its', 'decision', 'so', 'quickly', 'and', 'vowed', 'the', 'club', 'would', 'appeal', '.']	1	5.041666666666667	['gilbert', 'facchinetti']	1	9.0	8.333333333333332	1	1	0	0	0	0	0	0	22
287	2	['$UNK$', '.']	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
288	28	"['the', 'zastava', 'works', 'in', 'the', 'central', 'town', 'of', 'kragujevac', 'is', 'the', 'backbone', 'of', 'serbia', ""'s"", 'defence', 'industry', ',', 'supplying', 'the', 'army', 'with', 'a', 'whole', 'range', 'of', 'weapons', '.']"	1	4.392857142857143	['zastava', 'kragujevac', 'serbia']	0	7.666666666666667	10.714285714285714	0	0	2	0	1	0	0	0	25
289	23	"['""', 'the', 'result', 'of', 'the', 'second', '$UNK$', 'is', 'expected', 'to', 'improve', 'on', 'the', 'early', 'part', 'of', 'the', 'year', ',', '""', 'atria', 'said', '.']"	0	3.4782608695652173	['atria']	0	5.0	4.3478260869565215	0	0	0	0	1	0	0	0	22
290	42	['armed', 'hijackers', 'believed', 'to', 'be', 'iraqis', 'released', 'between', '$NUM$', 'and', '$NUM$', 'people', 'on', 'tuesday', 'from', 'a', 'sudan', 'airways', 'plane', 'carrying', '$NUM$', 'passengers', 'and', 'crew', 'that', 'landed', 'in', 'london', 'after', 'being', 'diverted', 'on', 'a', 'flight', 'from', 'khartoum', 'to', 'amman', ',', 'authorities', 'said', '.']	0	4.9523809523809526	['iraqis', 'sudan', 'airways', 'london', 'khartoum', 'amman']	0	6.166666666666667	14.285714285714285	0	0	3	0	1	1	1	0	36
291	11	['all', 'three', 'wounded', 'are', 'in', 'a', 'satisfactory', 'condition', 'in', 'hospital', '.']	0	4.818181818181818	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	11
292	12	['soccer', '-', 'english', 'and', 'scottish', 'league', 'fixtures', '-', 'aug', '30-sept', '$NUM$', '.']	1	4.666666666666667	['english', 'scottish']	0	7.5	16.666666666666664	0	0	0	0	0	0	2	0	10
293	22	['the', 'times', 'newspaper', 'said', 'diana', 'was', 'not', 'named', 'in', 'the', 'divorce', 'petition', 'heard', 'by', 'a', 'court', 'in', 'surrey', ',', 'southern', 'england', '.']	0	4.318181818181818	['the', 'times', 'diana', 'surrey', 'england']	0	5.2	22.727272727272727	1	0	2	0	1	1	0	0	17
294	19	['they', 'say', 'their', 'pay', 'has', 'not', 'kept', 'up', 'at', 'all', 'with', 'inflation', ',', 'currently', 'running', 'at', '$NUM$', 'percent', '.']	0	4.052631578947368	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	19
295	17	"['they', 'are', 'idiots', 'to', 'have', 'started', 'the', 'jerusalem', 'battle', ',', '""', 'arafat', 'said', 'in', 'arabic', '.', '""']"	1	3.8823529411764706	['jerusalem', 'arafat', 'arabic']	0	7.0	17.647058823529413	1	0	1	0	0	0	1	0	14
296	25	"['""', 'this', 'is', 'an', 'individual', 'case', 'and', 'i', 'do', ""n't"", 'have', 'any', 'evidence', 'linking', 'the', 'suspects', 'to', 'any', 'other', 'cases', ',', '""', '$UNK$', 'said', '.']"	0	3.68	['$UNK$']	0	5.0	4.0	0	0	0	0	0	0	0	0	24
297	19	['motor', 'gasoline', 'stocks', 'dipped', 'slightly', 'as', 'barges', 'left', 'for', 'germany', ',', 'but', 'there', 'were', 'few', 'inflows', 'of', 'cargoes', '.']	0	4.631578947368421	['germany']	0	7.0	5.263157894736842	0	0	1	0	0	0	0	0	18
298	31	"['british', 'jewish', 'groups', 'have', 'also', 'protested', 'because', 'they', 'say', 'members', 'of', 'algeria', ""'s"", 'islamic', 'salvation', 'front', '(', 'fis', ')', 'and', 'the', 'palestinian', 'islamic', 'group', 'hamas', 'are', 'on', 'the', 'guest', 'list', '.']"	0	4.709677419354839	['british', 'jewish', 'algeria', 'islamic', 'salvation', 'front', 'fis', 'palestinian', 'islamic', 'hamas']	0	6.7	32.25806451612903	0	0	1	0	3	2	4	0	21
299	9	['young', 'boys', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	4.888888888888889	['young', 'boys']	0	4.5	22.22222222222222	0	0	0	0	1	1	0	0	7
300	2	['total', '$NUM$']	0	5.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
301	5	['swindon', '$NUM$', 'port', 'vale', '$NUM$']	0	5.0	['swindon', 'port', 'vale']	0	5.0	60.0	0	0	0	0	2	1	0	0	2
302	16	['note', '-', 'salomon', '&', 'taylor', 'made', 'co', 'ltd', 'manufactures', 'golf', 'clubs', 'and', 'sells', 'ski', 'equipment', '.']	0	4.375	['salomon', '&', 'taylor', 'made', 'co', 'ltd']	0	3.8333333333333335	37.5	0	0	0	0	1	5	0	0	10
303	8	['plymouth', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$', '$NUM$']	0	5.375	['plymouth']	0	8.0	12.5	0	0	0	0	1	0	0	0	7
304	29	['the', '20-year-old', 'rubin', ',', 'who', 'was', 'to', 'be', 'seeded', '11th', ',', 'is', 'still', 'suffering', 'from', 'tendinitis', 'of', 'the', 'right', 'wrist', 'that', 'has', 'kept', 'her', 'sidelined', 'in', 'recent', 'months', '.']	0	4.275862068965517	['rubin']	0	5.0	3.4482758620689653	1	0	0	0	0	0	0	0	28
305	7	['3.', 'silke', 'renk', '(', 'germany', ')', '56.70']	1	3.5714285714285716	['silke', 'renk', 'germany']	0	5.333333333333333	42.857142857142854	1	1	1	0	0	0	0	0	4
306	14	['linda', 'wild', '(', 'u.s.', ')', 'beat', 'kristie', 'boogert', '(', 'netherlands', ')', '5-7', '6-3', '6-3']	0	3.9285714285714284	['linda', 'wild', 'u.s.', 'kristie', 'boogert', 'netherlands']	0	6.333333333333333	42.857142857142854	2	2	2	0	0	0	0	0	8
307	30	"['itamar', 'rabinovich', ',', 'who', 'as', 'israel', ""'s"", 'ambassador', 'to', 'washington', 'conducted', 'unfruitful', 'negotiations', 'with', 'syria', ',', 'told', 'israel', 'radio', 'it', 'looked', 'like', 'damascus', 'wanted', 'to', 'talk', 'rather', 'than', 'fight', '.']"	1	5.2	['itamar', 'rabinovich', 'israel', 'washington', 'syria', 'israel', 'radio', 'damascus']	0	7.0	26.666666666666668	1	1	4	0	1	1	0	0	22
308	22	"['""', 'it', 'comes', 'at', 'the', 'worst', 'possible', 'time', 'on', 'one', 'of', 'the', 'biggest', 'days', 'for', 'the', 'president', ',', '""', 'feinstein', 'said', '.']"	0	3.727272727272727	['feinstein']	0	9.0	4.545454545454546	1	0	0	0	0	0	0	0	21
309	2	['brasilia', '$UNK$']	0	6.5	['brasilia']	0	8.0	50.0	0	0	1	0	0	0	0	0	1
310	21	['as', 'of', 'monday', ',', '$NUM$', 'children', 'were', 'still', 'hospitalised', 'in', 'sakai', 'city', ',', 'of', 'whom', 'six', 'were', 'in', 'serious', 'condition', '.']	0	4.238095238095238	['sakai']	0	5.0	4.761904761904762	0	0	1	0	0	0	0	0	20
311	8	['1.', 'wolfgang', '$UNK$', '(', 'germany', ')', '2.20', 'metres']	0	4.25	['wolfgang', '$UNK$', 'germany']	0	6.666666666666667	37.5	1	0	1	0	0	0	0	0	5
312	13	"['""', 'we', 'had', '$NUM$', 'earth', 'first', 'protestors', 'invade', 'and', 'occupy', 'our', 'site', '.']"	1	4.153846153846154	['earth', 'first']	0	5.0	15.384615384615385	0	0	0	0	1	1	0	0	11
313	7	['$UNK$', 'alexandre', 'gontchenkov', '(', 'ukraine', ')', '$NUM$']	1	5.571428571428571	['alexandre', 'gontchenkov', 'ukraine']	1	9.0	42.857142857142854	1	1	1	0	0	0	0	0	4
314	10	"['come', 'on', ',', 'you', 'know', 'better', 'than', 'that', '.', '""']"	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	10
315	2	['tuesday', '.']	0	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
316	20	"['martin', 'overcame', 'cedric', 'pioline', 'of', 'france', '2-6', '6-2', '6-4', 'and', ""o'brien"", 'beat', 'mikael', 'tillstrom', 'of', 'sweden', '6-3', '2-6', '6-3', '.']"	0	4.55	"['martin', 'cedric', 'pioline', 'france', ""o'brien"", 'mikael', 'tillstrom', 'sweden']"	0	6.625	40.0	4	2	2	0	0	0	0	0	12
317	2	['bangkok', '$UNK$']	0	6.0	['bangkok']	0	7.0	50.0	0	0	1	0	0	0	0	0	1
318	16	['dickson', 'allowed', 'a', 'homer', 'to', 'derek', 'jeter', 'on', 'his', 'first', 'major-league', 'pitch', 'but', 'settled', 'down', '.']	1	4.625	['dickson', 'derek', 'jeter']	1	5.666666666666667	18.75	2	1	0	0	0	0	0	0	13
319	28	"['tutu', ""'s"", 'deputy', 'chairman', ',', 'alex', 'boraine', ',', 'told', 'reporters', 'the', 'commission', 'would', 'begin', 'issuing', 'subpoenas', 'to', 'suspects', 'who', 'refused', 'to', 'appear', 'voluntarily', 'some', 'time', 'this', 'week', '.']"	0	5.035714285714286	['tutu', 'alex', 'boraine']	0	5.0	10.714285714285714	2	1	0	0	0	0	0	0	25
320	2	['ankara', '$UNK$']	0	5.5	['ankara']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
321	4	['$UNK$', ',', 'bosnia', '$UNK$']	0	4.25	['$UNK$', 'bosnia']	0	5.5	50.0	0	0	1	0	0	0	0	0	2
322	26	['workers', 'at', 'salvador', 'voted', 'to', 'strike', 'from', 'saturday', ',', 'and', 'it', 'was', 'not', 'clear', 'when', 'further', 'talks', 'between', 'the', 'unions', 'and', 'management', 'would', 'take', 'place', '.']	0	4.576923076923077	['salvador']	0	8.0	3.8461538461538463	0	0	1	0	0	0	0	0	25
323	14	['$NUM$', 'stephen', 'mcallister', '$NUM$', '$NUM$', '$NUM$', ',', 'joakim', 'haeggman', '(', 'swe', ')', '$NUM$', '$NUM$']	1	4.785714285714286	['stephen', 'mcallister', 'joakim', 'haeggman', 'swe']	1	6.8	35.714285714285715	2	2	1	0	0	0	0	0	9
